id,seasonNum,episodeNum,sceneNum,sceneStartTime,sceneEndTime,sceneLocation,sceneSubLocation,characterName
38,1,1,15,0:12:38,0:15:41,The North,Outside Winterfell,Will
39,1,1,15,0:12:38,0:15:41,The North,Outside Winterfell,Eddard Stark
40,1,1,15,0:12:38,0:15:41,The North,Outside Winterfell,Robb Stark
41,1,1,15,0:12:38,0:15:41,The North,Outside Winterfell,Theon Greyjoy
42,1,1,15,0:12:38,0:15:41,The North,Outside Winterfell,Bran Stark
43,1,1,15,0:12:38,0:15:41,The North,Outside Winterfell,Rodrik Cassel
44,1,1,15,0:12:38,0:15:41,The North,Outside Winterfell,Jory Cassel
45,1,1,15,0:12:38,0:15:41,The North,Outside Winterfell,Jon Snow
46,1,1,16,0:15:41,0:18:44,The North,Outside Winterfell,Jon Snow
47,1,1,16,0:15:41,0:18:44,The North,Outside Winterfell,Eddard Stark
48,1,1,16,0:15:41,0:18:44,The North,Outside Winterfell,Theon Greyjoy
49,1,1,16,0:15:41,0:18:44,The North,Outside Winterfell,Bran Stark
50,1,1,16,0:15:41,0:18:44,The North,Outside Winterfell,Robb Stark
51,1,1,16,0:15:41,0:18:44,The North,Outside Winterfell,Rodrik Cassel
52,1,1,16,0:15:41,0:18:44,The North,Outside Winterfell,Jory Cassel
53,1,1,16,0:15:41,0:18:44,The North,Outside Winterfell,Grey Wind
54,1,1,16,0:15:41,0:18:44,The North,Outside Winterfell,Lady
55,1,1,16,0:15:41,0:18:44,The North,Outside Winterfell,Nymeria
56,1,1,16,0:15:41,0:18:44,The North,Outside Winterfell,Summer
57,1,1,16,0:15:41,0:18:44,The North,Outside Winterfell,Shaggydog
58,1,1,16,0:15:41,0:18:44,The North,Outside Winterfell,Ghost
59,1,1,17,0:18:44,0:20:45,The Crownlands,King's Landing,Jon Arryn
60,1,1,17,0:18:44,0:20:45,The Crownlands,King's Landing,Cersei Lannister
61,1,1,17,0:18:44,0:20:45,The Crownlands,King's Landing,Jaime Lannister
62,1,1,18,0:20:45,0:22:43,The North,Winterfell,Catelyn Stark
63,1,1,18,0:20:45,0:22:43,The North,Winterfell,Eddard Stark
64,1,1,19,0:22:43,0:23:09,The North,Winterfell,Catelyn Stark
65,1,1,19,0:22:43,0:23:09,The North,Winterfell,Maester Luwin
66,1,1,20,0:23:09,0:23:39,The North,Winterfell,Robb Stark
67,1,1,20,0:23:09,0:23:39,The North,Winterfell,Theon Greyjoy
68,1,1,20,0:23:09,0:23:39,The North,Winterfell,Jon Snow
69,1,1,21,0:23:39,0:29:16,The North,Winterfell,Bran Stark
70,1,1,21,0:23:39,0:29:16,The North,Winterfell,Catelyn Stark
71,1,1,21,0:23:39,0:29:16,The North,Winterfell,Maester Luwin
72,1,1,21,0:23:39,0:29:16,The North,Winterfell,Summer
73,1,1,21,0:23:39,0:29:16,The North,Winterfell,Arya Stark
74,1,1,21,0:23:39,0:29:16,The North,Winterfell,Joffrey Baratheon
75,1,1,21,0:23:39,0:29:16,The North,Winterfell,Sandor Clegane
76,1,1,21,0:23:39,0:29:16,The North,Winterfell,Rickon Stark
77,1,1,21,0:23:39,0:29:16,The North,Winterfell,Eddard Stark
78,1,1,21,0:23:39,0:29:16,The North,Winterfell,Sansa Stark
79,1,1,21,0:23:39,0:29:16,The North,Winterfell,Theon Greyjoy
80,1,1,21,0:23:39,0:29:16,The North,Winterfell,Jon Snow
81,1,1,21,0:23:39,0:29:16,The North,Winterfell,Jory Cassel
82,1,1,21,0:23:39,0:29:16,The North,Winterfell,Hodor
83,1,1,21,0:23:39,0:29:16,The North,Winterfell,Rodrik Cassel
84,1,1,21,0:23:39,0:29:16,The North,Winterfell,Robert Baratheon
85,1,1,21,0:23:39,0:29:16,The North,Winterfell,Cersei Lannister
86,1,1,21,0:23:39,0:29:16,The North,Winterfell,Jaime Lannister
87,1,1,21,0:23:39,0:29:16,The North,Winterfell,Myrcella Baratheon
88,1,1,21,0:23:39,0:29:16,The North,Winterfell,Tommen Baratheon
89,1,1,22,0:29:16,0:30:47,The North,Winterfell,Robert Baratheon
90,1,1,22,0:29:16,0:30:47,The North,Winterfell,Eddard Stark
91,1,1,23,0:30:47,0:32:57,The North,Winterfell,Jaime Lannister
92,1,1,23,0:30:47,0:32:57,The North,Winterfell,Tyrion Lannister
93,1,1,23,0:30:47,0:32:57,The North,Winterfell,Ros
94,1,1,24,0:32:57,0:33:45,The North,Winterfell,Robert Baratheon
95,1,1,24,0:32:57,0:33:45,The North,Winterfell,Eddard Stark
96,1,1,25,0:33:45,0:36:17,Pentos,,Daenerys Targaryen
97,1,1,25,0:33:45,0:36:17,Pentos,,Viserys Targaryen
98,1,1,26,0:36:17,0:38:23,Pentos,,Daenerys Targaryen
99,1,1,26,0:36:17,0:38:23,Pentos,,Viserys Targaryen
100,1,1,26,0:36:17,0:38:23,Pentos,,Illyrio Mopatis
101,1,1,26,0:36:17,0:38:23,Pentos,,Khal Drogo
102,1,1,26,0:36:17,0:38:23,Pentos,,Qotho
103,1,1,27,0:38:23,0:40:05,Pentos,,Viserys Targaryen
104,1,1,27,0:38:23,0:40:05,Pentos,,Illyrio Mopatis
105,1,1,27,0:38:23,0:40:05,Pentos,,Daenerys Targaryen
106,1,1,28,0:40:05,0:40:56,The North,Winterfell,Catelyn Stark
107,1,1,28,0:40:05,0:40:56,The North,Winterfell,Sansa Stark
108,1,1,29,0:40:56,0:41:19,The North,Winterfell,Robert Baratheon
109,1,1,29,0:40:56,0:41:19,The North,Winterfell,Catelyn Stark
110,1,1,29,0:40:56,0:41:19,The North,Winterfell,Cersei Lannister
111,1,1,29,0:40:56,0:41:19,The North,Winterfell,Rodrik Cassel
112,1,1,30,0:41:19,0:44:14,The North,Winterfell,Jon Snow
113,1,1,30,0:41:19,0:44:14,The North,Winterfell,Benjen Stark
114,1,1,30,0:41:19,0:44:14,The North,Winterfell,Tyrion Lannister
115,1,1,31,0:44:14,0:47:28,The North,Winterfell,Rodrik Cassel
116,1,1,31,0:44:14,0:47:28,The North,Winterfell,Benjen Stark
117,1,1,31,0:44:14,0:47:28,The North,Winterfell,Eddard Stark
118,1,1,31,0:44:14,0:47:28,The North,Winterfell,Robb Stark
119,1,1,31,0:44:14,0:47:28,The North,Winterfell,Robert Baratheon
120,1,1,31,0:44:14,0:47:28,The North,Winterfell,Catelyn Stark
121,1,1,31,0:44:14,0:47:28,The North,Winterfell,Cersei Lannister
122,1,1,31,0:44:14,0:47:28,The North,Winterfell,Sansa Stark
123,1,1,31,0:44:14,0:47:28,The North,Winterfell,Joffrey Baratheon
124,1,1,31,0:44:14,0:47:28,The North,Winterfell,Jaime Lannister
125,1,1,31,0:44:14,0:47:28,The North,Winterfell,Arya Stark
126,1,1,31,0:44:14,0:47:28,The North,Winterfell,Theon Greyjoy
127,1,1,32,0:47:28,0:50:29,The North,Winterfell,Eddard Stark
128,1,1,32,0:47:28,0:50:29,The North,Winterfell,Catelyn Stark
129,1,1,32,0:47:28,0:50:29,The North,Winterfell,Maester Luwin
130,1,1,33,0:50:29,0:56:05,Pentos,,Khal Drogo
131,1,1,33,0:50:29,0:56:05,Pentos,,Daenerys Targaryen
132,1,1,33,0:50:29,0:56:05,Pentos,,Viserys Targaryen
133,1,1,33,0:50:29,0:56:05,Pentos,,Illyrio Mopatis
134,1,1,33,0:50:29,0:56:05,Pentos,,Qotho
135,1,1,33,0:50:29,0:56:05,Pentos,,Jorah Mormont
136,1,1,33,0:50:29,0:56:05,Pentos,,Drogon
137,1,1,33,0:50:29,0:56:05,Pentos,,Rhaegal
138,1,1,33,0:50:29,0:56:05,Pentos,,Viserion
139,1,1,34,0:56:05,0:57:48,Pentos,,Khal Drogo
140,1,1,34,0:56:05,0:57:48,Pentos,,Daenerys Targaryen
141,1,1,35,0:57:48,0:59:06,The North,Winterfell,Tyrion Lannister
142,1,1,35,0:57:48,0:59:06,The North,Winterfell,Sandor Clegane
143,1,1,35,0:57:48,0:59:06,The North,Winterfell,Theon Greyjoy
144,1,1,35,0:57:48,0:59:06,The North,Winterfell,Eddard Stark
145,1,1,35,0:57:48,0:59:06,The North,Winterfell,Benjen Stark
146,1,1,35,0:57:48,0:59:06,The North,Winterfell,Robb Stark
147,1,1,35,0:57:48,0:59:06,The North,Winterfell,Robert Baratheon
148,1,1,35,0:57:48,0:59:06,The North,Winterfell,Bran Stark
149,1,1,35,0:57:48,0:59:06,The North,Winterfell,Summer
150,1,1,36,0:59:06,1:00:57,The North,Winterfell,Bran Stark
151,1,1,36,0:59:06,1:00:57,The North,Winterfell,Summer
152,1,1,36,0:59:06,1:00:57,The North,Winterfell,Jaime Lannister
153,1,1,36,0:59:06,1:00:57,The North,Winterfell,Cersei Lannister
154,1,2,1,0:02:22,0:05:28,The Dothraki Sea,,Jorah Mormont
155,1,2,1,0:02:22,0:05:28,The Dothraki Sea,,Daenerys Targaryen
156,1,2,1,0:02:22,0:05:28,The Dothraki Sea,,Khal Drogo
157,1,2,1,0:02:22,0:05:28,The Dothraki Sea,,Viserys Targaryen
158,1,2,1,0:02:22,0:05:28,The Dothraki Sea,,Doreah
159,1,2,1,0:02:22,0:05:28,The Dothraki Sea,,Irri
160,1,2,1,0:02:22,0:05:28,The Dothraki Sea,,Jhiqui
161,1,2,2,0:05:28,0:07:05,The North,Winterfell,Tyrion Lannister
162,1,2,2,0:05:28,0:07:05,The North,Winterfell,Joffrey Baratheon
163,1,2,2,0:05:28,0:07:05,The North,Winterfell,Sandor Clegane
164,1,2,3,0:07:05,0:09:18,The North,Winterfell,Tyrion Lannister
165,1,2,3,0:07:05,0:09:18,The North,Winterfell,Jaime Lannister
166,1,2,3,0:07:05,0:09:18,The North,Winterfell,Cersei Lannister
167,1,2,3,0:07:05,0:09:18,The North,Winterfell,Tommen Baratheon
168,1,2,3,0:07:05,0:09:18,The North,Winterfell,Myrcella Baratheon
169,1,2,4,0:09:18,0:11:44,The North,Winterfell,Catelyn Stark
170,1,2,4,0:09:18,0:11:44,The North,Winterfell,Bran Stark
171,1,2,4,0:09:18,0:11:44,The North,Winterfell,Cersei Lannister
172,1,2,5,0:11:44,0:13:26,The North,Winterfell,Jon Snow
173,1,2,5,0:11:44,0:13:26,The North,Winterfell,Jaime Lannister
174,1,2,6,0:13:26,0:15:43,The North,Winterfell,Arya Stark
175,1,2,6,0:13:26,0:15:43,The North,Winterfell,Nymeria
176,1,2,6,0:13:26,0:15:43,The North,Winterfell,Jon Snow
177,1,2,7,0:15:43,0:19:22,The North,Winterfell,Catelyn Stark
178,1,2,7,0:15:43,0:19:22,The North,Winterfell,Jon Snow
179,1,2,7,0:15:43,0:19:22,The North,Winterfell,Bran Stark
180,1,2,7,0:15:43,0:19:22,The North,Winterfell,Eddard Stark
181,1,2,8,0:19:22,0:20:07,The North,Winterfell,Jon Snow
182,1,2,8,0:19:22,0:20:07,The North,Winterfell,Robb Stark
183,1,2,9,0:20:07,0:21:51,The North,Winterfell,Tyrion Lannister
184,1,2,9,0:20:07,0:21:51,The North,Winterfell,Benjen Stark
185,1,2,9,0:20:07,0:21:51,The North,Winterfell,Eddard Stark
186,1,2,9,0:20:07,0:21:51,The North,Winterfell,Jon Snow
187,1,2,10,0:21:51,0:25:10,The North,The Kingsroad South to King's Landing,Robert Baratheon
188,1,2,10,0:21:51,0:25:10,The North,The Kingsroad South to King's Landing,Eddard Stark
189,1,2,11,0:25:10,0:25:56,The Dothraki Sea,Dothraki Camp,Khal Drogo
190,1,2,11,0:25:10,0:25:56,The Dothraki Sea,Dothraki Camp,Daenerys Targaryen
191,1,2,11,0:25:10,0:25:56,The Dothraki Sea,Dothraki Camp,Drogon
192,1,2,11,0:25:10,0:25:56,The Dothraki Sea,Dothraki Camp,Rhaegal
193,1,2,11,0:25:10,0:25:56,The Dothraki Sea,Dothraki Camp,Viserion
194,1,2,12,0:25:56,0:29:16,The North,North to the Wall,Jon Snow
195,1,2,12,0:25:56,0:29:16,The North,North to the Wall,Ghost
196,1,2,12,0:25:56,0:29:16,The North,North to the Wall,Benjen Stark
197,1,2,12,0:25:56,0:29:16,The North,North to the Wall,Tyrion Lannister
198,1,2,12,0:25:56,0:29:16,The North,North to the Wall,Rast
199,1,2,13,0:29:16,0:32:28,The North,Winterfell,Catelyn Stark
200,1,2,13,0:29:16,0:32:28,The North,Winterfell,Bran Stark
201,1,2,13,0:29:16,0:32:28,The North,Winterfell,Maester Luwin
202,1,2,13,0:29:16,0:32:28,The North,Winterfell,Robb Stark
203,1,2,13,0:29:16,0:32:28,The North,Winterfell,Catspaw Assassin
204,1,2,13,0:29:16,0:32:28,The North,Winterfell,Summer
205,1,2,14,0:32:28,0:34:21,The Dothraki Sea,Dothraki Camp,Daenerys Targaryen
206,1,2,14,0:32:28,0:34:21,The Dothraki Sea,Dothraki Camp,Doreah
207,1,2,14,0:32:28,0:34:21,The Dothraki Sea,Dothraki Camp,Irri
208,1,2,14,0:32:28,0:34:21,The Dothraki Sea,Dothraki Camp,Jhiqui
209,1,2,14,0:32:28,0:34:21,The Dothraki Sea,Dothraki Camp,Drogon
210,1,2,14,0:32:28,0:34:21,The Dothraki Sea,Dothraki Camp,Rhaegal
211,1,2,14,0:32:28,0:34:21,The Dothraki Sea,Dothraki Camp,Viserion
212,1,2,15,0:34:21,0:34:53,The Wall,The Gift,Benjen Stark
213,1,2,15,0:34:21,0:34:53,The Wall,The Gift,Jon Snow
214,1,2,15,0:34:21,0:34:53,The Wall,The Gift,Tyrion Lannister
215,1,2,16,0:34:53,0:36:12,The North,Winterfell,Catelyn Stark
216,1,2,17,0:36:12,0:38:01,The North,Winterfell,Catelyn Stark
217,1,2,17,0:36:12,0:38:01,The North,Winterfell,Robb Stark
218,1,2,17,0:36:12,0:38:01,The North,Winterfell,Maester Luwin
219,1,2,17,0:36:12,0:38:01,The North,Winterfell,Rodrik Cassel
220,1,2,17,0:36:12,0:38:01,The North,Winterfell,Theon Greyjoy
221,1,2,18,0:38:01,0:38:54,The North,Winterfell,Catelyn Stark
222,1,2,18,0:38:01,0:38:54,The North,Winterfell,Bran Stark
223,1,2,19,0:38:54,0:40:37,The Dothraki Sea,Dothraki Camp,Daenerys Targaryen
224,1,2,19,0:38:54,0:40:37,The Dothraki Sea,Dothraki Camp,Doreah
225,1,2,20,0:40:37,0:42:47,The Dothraki Sea,Dothraki Camp,Drogon
226,1,2,20,0:40:37,0:42:47,The Dothraki Sea,Dothraki Camp,Rhaegal
227,1,2,20,0:40:37,0:42:47,The Dothraki Sea,Dothraki Camp,Viserion
228,1,2,20,0:40:37,0:42:47,The Dothraki Sea,Dothraki Camp,Khal Drogo
229,1,2,20,0:40:37,0:42:47,The Dothraki Sea,Dothraki Camp,Daenerys Targaryen
230,1,2,21,0:42:47,0:44:38,The Riverlands,Crossroads Inn,Sansa Stark
231,1,2,21,0:42:47,0:44:38,The Riverlands,Crossroads Inn,Lady
232,1,2,21,0:42:47,0:44:38,The Riverlands,Crossroads Inn,Joffrey Baratheon
233,1,2,21,0:42:47,0:44:38,The Riverlands,Crossroads Inn,Sandor Clegane
234,1,2,21,0:42:47,0:44:38,The Riverlands,Crossroads Inn,Ilyn Payne
235,1,2,22,0:44:38,0:47:21,The Riverlands,Crossroads Inn,Arya Stark
236,1,2,22,0:44:38,0:47:21,The Riverlands,Crossroads Inn,Mycah
237,1,2,22,0:44:38,0:47:21,The Riverlands,Crossroads Inn,Joffrey Baratheon
238,1,2,22,0:44:38,0:47:21,The Riverlands,Crossroads Inn,Sansa Stark
239,1,2,22,0:44:38,0:47:21,The Riverlands,Crossroads Inn,Nymeria
240,1,2,23,0:47:21,0:48:12,The Riverlands,Crossroads Inn,Arya Stark
241,1,2,23,0:47:21,0:48:12,The Riverlands,Crossroads Inn,Nymeria
242,1,2,24,0:48:12,0:48:50,The Riverlands,Crossroads Inn,Eddard Stark
243,1,2,24,0:48:12,0:48:50,The Riverlands,Crossroads Inn,Jory Cassel
244,1,2,25,0:48:50,0:52:59,The Riverlands,Crossroads Inn,Eddard Stark
245,1,2,25,0:48:50,0:52:59,The Riverlands,Crossroads Inn,Arya Stark
246,1,2,25,0:48:50,0:52:59,The Riverlands,Crossroads Inn,Joffrey Baratheon
247,1,2,25,0:48:50,0:52:59,The Riverlands,Crossroads Inn,Cersei Lannister
248,1,2,25,0:48:50,0:52:59,The Riverlands,Crossroads Inn,Robert Baratheon
249,1,2,25,0:48:50,0:52:59,The Riverlands,Crossroads Inn,Ilyn Payne
250,1,2,25,0:48:50,0:52:59,The Riverlands,Crossroads Inn,Sansa Stark
251,1,2,25,0:48:50,0:52:59,The Riverlands,Crossroads Inn,Jory Cassel
252,1,2,26,0:52:59,0:53:30,The Riverlands,Crossroads Inn,Sandor Clegane
253,1,2,26,0:52:59,0:53:30,The Riverlands,Crossroads Inn,Mycah
254,1,2,26,0:52:59,0:53:30,The Riverlands,Crossroads Inn,Eddard Stark
255,1,2,27,0:53:30,0:53:41,The North,Winterfell,Bran Stark
256,1,2,27,0:53:30,0:53:41,The North,Winterfell,Summer
257,1,2,28,0:53:41,0:54:09,The Riverlands,Crossroads Inn,Lady
258,1,2,28,0:53:41,0:54:09,The Riverlands,Crossroads Inn,Eddard Stark
259,1,2,29,0:54:09,0:54:25,The North,Winterfell,Bran Stark
260,1,2,29,0:54:09,0:54:25,The North,Winterfell,Summer
261,1,2,30,0:54:25,0:54:35,The Riverlands,Crossroads Inn,Eddard Stark
262,1,2,30,0:54:25,0:54:35,The Riverlands,Crossroads Inn,Lady
263,1,2,31,0:54:35,0:54:44,The North,Winterfell,Bran Stark
264,1,2,31,0:54:35,0:54:44,The North,Winterfell,Summer
265,1,3,1,0:01:47,0:02:42,The Crownlands,King's Landing,Eddard Stark
266,1,3,1,0:01:47,0:02:42,The Crownlands,King's Landing,Sansa Stark
267,1,3,1,0:01:47,0:02:42,The Crownlands,King's Landing,Arya Stark
268,1,3,1,0:01:47,0:02:42,The Crownlands,King's Landing,Jory Cassel
269,1,3,1,0:01:47,0:02:42,The Crownlands,King's Landing,Septa Mordane
270,1,3,1,0:01:47,0:02:42,The Crownlands,King's Landing,Royal Steward
271,1,3,2,0:02:42,0:05:17,The Crownlands,King's Landing,Eddard Stark
272,1,3,2,0:02:42,0:05:17,The Crownlands,King's Landing,Jaime Lannister
273,1,3,3,0:05:17,0:08:11,The Crownlands,King's Landing,Eddard Stark
274,1,3,3,0:05:17,0:08:11,The Crownlands,King's Landing,Lord Varys
275,1,3,3,0:05:17,0:08:11,The Crownlands,King's Landing,Grand Maester Pycelle
276,1,3,3,0:05:17,0:08:11,The Crownlands,King's Landing,Renly Baratheon
277,1,3,3,0:05:17,0:08:11,The Crownlands,King's Landing,Petyr Baelish
278,1,3,4,0:08:11,0:10:50,The Crownlands,King's Landing,Joffrey Baratheon
279,1,3,4,0:08:11,0:10:50,The Crownlands,King's Landing,Cersei Lannister
280,1,3,5,0:10:50,0:12:11,The Crownlands,King's Landing,Arya Stark
281,1,3,5,0:10:50,0:12:11,The Crownlands,King's Landing,Sansa Stark
282,1,3,5,0:10:50,0:12:11,The Crownlands,King's Landing,Septa Mordane
283,1,3,5,0:10:50,0:12:11,The Crownlands,King's Landing,Eddard Stark
284,1,3,6,0:12:11,0:15:48,The Crownlands,King's Landing,Arya Stark
285,1,3,6,0:12:11,0:15:48,The Crownlands,King's Landing,Eddard Stark
286,1,3,7,0:15:48,0:18:50,The North,Winterfell,Bran Stark
287,1,3,7,0:15:48,0:18:50,The North,Winterfell,Old Nan
288,1,3,7,0:15:48,0:18:50,The North,Winterfell,Robb Stark
289,1,3,8,0:18:50,0:21:42,The Crownlands,King's Landing,Rodrik Cassel
290,1,3,8,0:18:50,0:21:42,The Crownlands,King's Landing,Catelyn Stark
291,1,3,8,0:18:50,0:21:42,The Crownlands,King's Landing,Petyr Baelish
292,1,3,8,0:18:50,0:21:42,The Crownlands,King's Landing,Lord Varys
293,1,3,9,0:21:42,0:23:18,The Wall,Castle Black,Tyrion Lannister
294,1,3,9,0:21:42,0:23:18,The Wall,Castle Black,Jeor Mormont
295,1,3,9,0:21:42,0:23:18,The Wall,Castle Black,Alliser Thorne
296,1,3,9,0:21:42,0:23:18,The Wall,Castle Black,Jon Snow
297,1,3,9,0:21:42,0:23:18,The Wall,Castle Black,Pypar
298,1,3,9,0:21:42,0:23:18,The Wall,Castle Black,Grenn
299,1,3,9,0:21:42,0:23:18,The Wall,Castle Black,Rast
300,1,3,10,0:23:18,0:24:07,The Crownlands,King's Landing,Eddard Stark
301,1,3,10,0:23:18,0:24:07,The Crownlands,King's Landing,Grand Maester Pycelle
302,1,3,10,0:23:18,0:24:07,The Crownlands,King's Landing,Petyr Baelish
303,1,3,11,0:24:07,0:24:42,The Crownlands,King's Landing,Eddard Stark
304,1,3,11,0:24:07,0:24:42,The Crownlands,King's Landing,Petyr Baelish
305,1,3,11,0:24:07,0:24:42,The Crownlands,King's Landing,Catelyn Stark
306,1,3,12,0:24:42,0:26:42,The Wall,Castle Black,Jon Snow
307,1,3,12,0:24:42,0:26:42,The Wall,Castle Black,Rast
308,1,3,12,0:24:42,0:26:42,The Wall,Castle Black,Grenn
309,1,3,12,0:24:42,0:26:42,The Wall,Castle Black,Pypar
310,1,3,12,0:24:42,0:26:42,The Wall,Castle Black,Tyrion Lannister
311,1,3,13,0:26:42,0:27:19,The Crownlands,King's Landing,Petyr Baelish
312,1,3,13,0:26:42,0:27:19,The Crownlands,King's Landing,Catelyn Stark
313,1,3,13,0:26:42,0:27:19,The Crownlands,King's Landing,Eddard Stark
314,1,3,14,0:27:19,0:28:28,The Crownlands,King's Landing,Cersei Lannister
315,1,3,14,0:27:19,0:28:28,The Crownlands,King's Landing,Jaime Lannister
316,1,3,15,0:28:28,0:30:07,The Crownlands,King's Landing,Eddard Stark
317,1,3,15,0:28:28,0:30:07,The Crownlands,King's Landing,Catelyn Stark
318,1,3,15,0:28:28,0:30:07,The Crownlands,King's Landing,Rodrik Cassel
319,1,3,15,0:28:28,0:30:07,The Crownlands,King's Landing,Jory Cassel
320,1,3,16,0:30:07,0:34:39,The Crownlands,King's Landing,Robert Baratheon
321,1,3,16,0:30:07,0:34:39,The Crownlands,King's Landing,Barristan Selmy
322,1,3,16,0:30:07,0:34:39,The Crownlands,King's Landing,Lancel Lannister
323,1,3,16,0:30:07,0:34:39,The Crownlands,King's Landing,Jaime Lannister
324,1,3,17,0:34:39,0:38:17,The Dothraki Sea,,Khal Drogo
325,1,3,17,0:34:39,0:38:17,The Dothraki Sea,,Daenerys Targaryen
326,1,3,17,0:34:39,0:38:17,The Dothraki Sea,,Jorah Mormont
327,1,3,17,0:34:39,0:38:17,The Dothraki Sea,,Viserys Targaryen
328,1,3,17,0:34:39,0:38:17,The Dothraki Sea,,Rakharo
329,1,3,17,0:34:39,0:38:17,The Dothraki Sea,,Irri
330,1,3,18,0:38:17,0:41:52,The Wall,Castle Black,Jon Snow
331,1,3,18,0:38:17,0:41:52,The Wall,Castle Black,Benjen Stark
332,1,3,19,0:41:52,0:45:46,The Wall,Castle Black,Tyrion Lannister
333,1,3,19,0:41:52,0:45:46,The Wall,Castle Black,Yoren
334,1,3,19,0:41:52,0:45:46,The Wall,Castle Black,Benjen Stark
335,1,3,20,0:45:46,0:46:24,The Dothraki Sea,Dothraki Camp,Daenerys Targaryen
336,1,3,20,0:45:46,0:46:24,The Dothraki Sea,Dothraki Camp,Irri
337,1,3,21,0:46:24,0:48:38,The Dothraki Sea,Dothraki Camp,Jorah Mormont
338,1,3,21,0:46:24,0:48:38,The Dothraki Sea,Dothraki Camp,Rakharo
339,1,3,21,0:46:24,0:48:38,The Dothraki Sea,Dothraki Camp,Irri
340,1,3,22,0:48:38,0:50:41,The Wall,Castle Black,Tyrion Lannister
341,1,3,22,0:48:38,0:50:41,The Wall,Castle Black,Jon Snow
342,1,3,22,0:48:38,0:50:41,The Wall,Castle Black,Pypar
343,1,3,22,0:48:38,0:50:41,The Wall,Castle Black,Grenn
344,1,3,22,0:48:38,0:50:41,The Wall,Castle Black,Rast
345,1,3,22,0:48:38,0:50:41,The Wall,Castle Black,Maester Aemon
346,1,3,22,0:48:38,0:50:41,The Wall,Castle Black,Jeor Mormont
347,1,3,23,0:50:41,0:51:30,The Dothraki Sea,Dothraki Camp,Drogon
348,1,3,23,0:50:41,0:51:30,The Dothraki Sea,Dothraki Camp,Rhaegal
349,1,3,23,0:50:41,0:51:30,The Dothraki Sea,Dothraki Camp,Viserion
350,1,3,23,0:50:41,0:51:30,The Dothraki Sea,Dothraki Camp,Daenerys Targaryen
351,1,3,23,0:50:41,0:51:30,The Dothraki Sea,Dothraki Camp,Khal Drogo
